date,home,away,market,outcome,prob,fair_odds,book_odds,price_source,edge,EV
2025-12-14 17:00:00,Genoa,Inter,1X2,H,0.314270895107743,3.1819682177605575,6.19,real,0.16138721964342234,0.9453368407169291
2025-12-14 17:00:00,Genoa,Inter,1X2,D,0.23950761775652485,4.175232543194369,4.14,real,0.010920673040547862,-0.008438462487987186
2025-12-14 17:00:00,Genoa,Inter,OU 1.5,Under,0.2505344134740233,3.9914676236831044,1.9,real,0.08386774680735659,-0.5239846143993558
2025-12-14 17:00:00,Genoa,Inter,OU 1.5,Over,0.7494655865259767,1.3342840791867896,1.9,real,0.58279891985931,0.42398461439935575
2025-12-14 17:00:00,Genoa,Inter,OU 1.5,Under,0.2505344134740233,3.9914676236831044,1.9,real,0.08386774680735659,-0.5239846143993558
2025-12-14 17:00:00,Genoa,Inter,OU 1.5,Over,0.7494655865259767,1.3342840791867896,1.9,real,0.58279891985931,0.42398461439935575
2025-12-14 17:00:00,Genoa,Inter,OU 1.5,Under,0.2505344134740233,3.9914676236831044,1.9,real,0.08386774680735659,-0.5239846143993558
2025-12-14 17:00:00,Genoa,Inter,OU 1.5,Over,0.7494655865259767,1.3342840791867896,1.9,real,0.58279891985931,0.42398461439935575
2025-12-14 17:00:00,Genoa,Inter,OU 2.5,Under,0.4683716208295624,2.1350567701536596,1.9,real,0.3017049541628957,-0.11009392042383148
2025-12-14 17:00:00,Genoa,Inter,OU 2.5,Over,0.5316283791704376,1.8810132024186101,1.9,real,0.3649617125037709,0.010093920423831282
2025-12-14 17:00:00,Genoa,Inter,OU 2.5,Under,0.4683716208295624,2.1350567701536596,1.9,real,0.3017049541628957,-0.11009392042383148
2025-12-14 17:00:00,Genoa,Inter,OU 2.5,Over,0.5316283791704376,1.8810132024186101,1.9,real,0.3649617125037709,0.010093920423831282
2025-12-14 17:00:00,Genoa,Inter,OU 2.5,Under,0.4683716208295624,2.1350567701536596,1.9,real,0.3017049541628957,-0.11009392042383148
2025-12-14 17:00:00,Genoa,Inter,OU 2.5,Over,0.5316283791704376,1.8810132024186101,1.9,real,0.3649617125037709,0.010093920423831282
2025-12-14 17:00:00,Genoa,Inter,OU 3.5,Under,0.6509377195935202,1.536245281076126,1.9,real,0.4842710529268535,0.23678166722768834
2025-12-14 17:00:00,Genoa,Inter,OU 3.5,Over,0.34906228040647963,2.864818274937956,1.9,real,0.18239561373981295,-0.33678166722768876
2025-12-14 17:00:00,Genoa,Inter,OU 3.5,Under,0.6509377195935202,1.536245281076126,1.9,real,0.4842710529268535,0.23678166722768834
2025-12-14 17:00:00,Genoa,Inter,OU 3.5,Over,0.34906228040647963,2.864818274937956,1.9,real,0.18239561373981295,-0.33678166722768876
2025-12-14 17:00:00,Genoa,Inter,OU 3.5,Under,0.6509377195935202,1.536245281076126,1.9,real,0.4842710529268535,0.23678166722768834
2025-12-14 17:00:00,Genoa,Inter,OU 3.5,Over,0.34906228040647963,2.864818274937956,1.9,real,0.18239561373981295,-0.33678166722768876
2025-12-14 17:00:00,Genoa,Inter,TG Interval,0-3,0.6509377195935202,1.536245281076126,3.0,real,0.3176043862601869,0.9528131587805606
2025-12-14 17:00:00,Genoa,Inter,TG Interval,1-3,0.5719763535397233,1.748324023906612,3.0,real,0.23864302020639,0.7159290606191699
2025-12-14 17:00:00,Genoa,Inter,TG Interval,2-4,0.5431323570288566,1.8411718378746305,3.0,real,0.20979902369552333,0.62939707108657
2025-12-14 17:00:00,Genoa,Inter,TG Interval,2-5,0.6365723603041705,1.5709133200853622,3.0,real,0.3032390269708372,0.9097170809125115
2025-12-14 17:00:00,Genoa,Inter,TG Interval,3-6,0.48192571703191645,2.0750085846399706,3.0,real,0.14859238369858313,0.44577715109574934
2025-12-14 17:00:00,Genoa,Inter,TG Interval,0-3,0.6509377195935202,1.536245281076126,3.0,real,0.3176043862601869,0.9528131587805606
2025-12-14 17:00:00,Genoa,Inter,TG Interval,1-3,0.5719763535397233,1.748324023906612,3.0,real,0.23864302020639,0.7159290606191699
2025-12-14 17:00:00,Genoa,Inter,TG Interval,2-4,0.5431323570288566,1.8411718378746305,3.0,real,0.20979902369552333,0.62939707108657
2025-12-14 17:00:00,Genoa,Inter,TG Interval,2-5,0.6365723603041705,1.5709133200853622,3.0,real,0.3032390269708372,0.9097170809125115
2025-12-14 17:00:00,Genoa,Inter,TG Interval,3-6,0.48192571703191645,2.0750085846399706,3.0,real,0.14859238369858313,0.44577715109574934
2025-12-14 17:00:00,Genoa,Inter,TG Interval,0-3,0.6509377195935202,1.536245281076126,3.0,real,0.3176043862601869,0.9528131587805606
2025-12-14 17:00:00,Genoa,Inter,TG Interval,1-3,0.5719763535397233,1.748324023906612,3.0,real,0.23864302020639,0.7159290606191699
2025-12-14 17:00:00,Genoa,Inter,TG Interval,2-4,0.5431323570288566,1.8411718378746305,3.0,real,0.20979902369552333,0.62939707108657
2025-12-14 17:00:00,Genoa,Inter,TG Interval,2-5,0.6365723603041705,1.5709133200853622,3.0,real,0.3032390269708372,0.9097170809125115
2025-12-14 17:00:00,Genoa,Inter,TG Interval,3-6,0.48192571703191645,2.0750085846399706,3.0,real,0.14859238369858313,0.44577715109574934
