date,home,away,market,outcome,prob,fair_odds,book_odds,price_source,edge,EV
2025-12-15 23:00:00,Augsburg,RB Leipzig,TG Interval,0-3,0.8529618490172752,1.1723853782582798,3.0,real,0.519628515683942,1.5588855470518257
2025-12-15 21:00:00,Augsburg,Mainz,TG Interval,0-3,0.8397100056675005,1.1908873221119738,3.0,real,0.5063766723341672,1.5191300170025017
2025-12-14 23:00:00,Augsburg,Hoffenheim,TG Interval,0-3,0.8354141993807787,1.1970110165008145,3.0,real,0.5020808660474454,1.506242598142336
2025-12-14 19:00:00,Augsburg,Hamburg,TG Interval,0-3,0.8243937188625075,1.2130126384026712,3.0,real,0.49106038552917414,1.4731811565875224
2025-12-14 17:00:00,Augsburg,Freiburg,TG Interval,0-3,0.813004241356695,1.2300058832795966,3.0,real,0.4796709080233617,1.4390127240700852
2025-12-16 17:00:00,Augsburg,Stuttgart,TG Interval,0-3,0.8005336670447919,1.2491667011226992,3.0,real,0.4672003337114586,1.4016010011343756
2025-12-15 19:00:00,Augsburg,M'gladbach,TG Interval,0-3,0.7973856115485134,1.25409837538705,3.0,real,0.4640522782151801,1.3921568346455402
2025-12-14 15:00:00,Augsburg,FC Koln,TG Interval,0-3,0.7761302054722299,1.2884436051442663,3.0,real,0.44279687213889657,1.3283906164166899
2025-12-13 23:00:00,Augsburg,Ein Frankfurt,TG Interval,0-3,0.7743645183001288,1.2913814829677144,3.0,real,0.44103118496679544,1.3230935549003862
2025-12-16 19:00:00,Augsburg,Union Berlin,TG Interval,0-3,0.7621546344560248,1.312069696609184,3.0,real,0.4288213011226915,1.2864639033680745
2025-12-16 21:00:00,Augsburg,Werder Bremen,TG Interval,0-3,0.7534378746267901,1.3272494437518723,3.0,real,0.4201045412934568,1.2603136238803705
2025-12-13 21:00:00,Augsburg,Dortmund,TG Interval,0-3,0.7434423880145233,1.3450941406107513,3.0,real,0.41010905468119,1.2303271640435698
2025-12-16 15:00:00,Augsburg,St Pauli,TG Interval,0-3,0.739090352492765,1.3530145490700192,3.0,real,0.4057570191594317,1.2172710574782952
2025-12-15 17:00:00,Augsburg,Leverkusen,TG Interval,0-3,0.7246008965560854,1.3800700561548342,3.0,real,0.3912675632227521,1.173802689668256
2025-12-13 15:00:00,Augsburg,Bayern Munich,TG Interval,0-3,0.6829455684237501,1.4642455361530742,3.0,real,0.3496122350904168,1.0488367052712504
2025-12-13 19:00:00,Augsburg,Darmstadt,TG Interval,0-3,0.6744641349987625,1.482658525648417,3.0,real,0.34113080166542914,1.0233924049962875
2025-12-15 23:00:00,Augsburg,RB Leipzig,TG Interval,1-3,0.6718548166927287,1.4884168054678808,3.0,real,0.3385214833593954,1.0155644500781862
2025-12-15 21:00:00,Augsburg,Mainz,TG Interval,1-3,0.6712484707632926,1.489761308301941,3.0,real,0.3379151374299593,1.013745412289878
2025-12-18 17:00:00,Bayern Munich,Hamburg,TG Interval,0-3,0.6643487362297663,1.5052335399553587,3.0,real,0.331015402896433,0.9930462086892988
2025-12-14 17:00:00,Augsburg,Freiburg,TG Interval,1-3,0.6632175946179583,1.5078007702374705,3.0,real,0.32988426128462495,0.9896527838538747
2025-12-14 21:00:00,Augsburg,Heidenheim,TG Interval,0-3,0.6628736067316254,1.5085832198548605,3.0,real,0.3295402733982921,0.9886208201948763
2025-12-14 19:00:00,Augsburg,Hamburg,TG Interval,1-3,0.6600824920611565,1.5149621631039263,3.0,real,0.32674915872782323,0.9802474761834696
2025-12-16 23:00:00,Augsburg,Wolfsburg,TG Interval,0-3,0.6597066956918064,1.5158251485553629,3.0,real,0.3263733623584731,0.9791200870754193
2025-12-16 17:00:00,Augsburg,Stuttgart,TG Interval,1-3,0.6584094437237132,1.518811750852753,3.0,real,0.3250761103903799,0.9752283311711398
2025-12-13 17:00:00,Augsburg,Bochum,TG Interval,0-3,0.6546675982261999,1.5274927348007856,3.0,real,0.3213342648928666,0.9640027946785996
2025-12-14 23:00:00,Augsburg,Hoffenheim,TG Interval,1-3,0.6543303032242614,1.5282801286634982,3.0,real,0.32099696989092813,0.9629909096727842
2025-12-15 19:00:00,Augsburg,M'gladbach,TG Interval,1-3,0.6537204221763198,1.5297059202630856,3.0,real,0.32038708884298644,0.9611612665289593
2025-12-13 23:00:00,Augsburg,Ein Frankfurt,TG Interval,1-3,0.6463636937980655,1.547116599516829,3.0,real,0.31303036046473215,0.9390910813941964
2025-12-14 15:00:00,Augsburg,FC Koln,TG Interval,1-3,0.6456487812218183,1.5488296874155194,3.0,real,0.31231544788848503,0.936946343665455
2025-12-16 19:00:00,Augsburg,Union Berlin,TG Interval,1-3,0.6399938452994748,1.5625150262688325,3.0,real,0.30666051196614147,0.9199815358984242
2025-12-16 21:00:00,Augsburg,Werder Bremen,TG Interval,1-3,0.6357800842518228,1.5728709105079726,3.0,real,0.30244675091848944,0.9073402527554681
2025-12-17 23:00:00,Bayern Munich,FC Koln,TG Interval,2-5,0.6353197023040622,1.574010685287079,3.0,real,0.3019863689707289,0.9059591069121866
2025-12-16 23:00:00,Augsburg,Wolfsburg,TG Interval,2-5,0.6322467806043669,1.5816608809681822,3.0,real,0.2989134472710336,0.8967403418131008
2025-12-13 21:00:00,Augsburg,Dortmund,TG Interval,1-3,0.6306957155254815,1.5855506472987888,3.0,real,0.2973623821921482,0.8920871465764446
2025-12-13 15:00:00,Augsburg,Bayern Munich,TG Interval,2-5,0.629338813818619,1.5889692134707725,3.0,real,0.2960054804852857,0.8880164414558571
2025-12-15 15:00:00,Augsburg,Holstein Kiel,TG Interval,2-5,0.6269884598798945,1.5949256868165633,3.0,real,0.2936551265465612,0.8809653796396835
2025-12-16 15:00:00,Augsburg,St Pauli,TG Interval,1-3,0.6259479255469774,1.5975769855394304,3.0,real,0.2926145922136441,0.8778437766409324
2025-12-14 21:00:00,Augsburg,Heidenheim,TG Interval,2-5,0.6237496273989787,1.6032073705117493,3.0,real,0.29041629406564534,0.871248882196936
2025-12-13 17:00:00,Augsburg,Bochum,TG Interval,2-5,0.6224782111988308,1.6064819330368205,3.0,real,0.28914487786549753,0.8674346335964924
2025-12-17 17:00:00,Bayern Munich,Darmstadt,TG Interval,2-5,0.6204457358273209,1.6117444963443421,3.0,real,0.28711240249398756,0.8613372074819625
